,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
693,Mary Mercuri,05629201,10.0,64.0,44.0,7.0,0.0,10.0,4.0,3.0,7.0,84.0,57.0,73.0,advanced_backend
694,Anita Murphy,36012241,40.0,14.0,26.0,4.0,5.0,4.0,4.0,9.0,3.0,83.0,54.0,69.0,beginner_front_end
695,Charles Laigo,56027469,40.0,91.0,23.0,5.0,1.0,6.0,7.0,10.0,6.0,45.0,42.0,55.0,advanced_data_science
696,Richard Markus,17152526,39.0,41.0,33.0,2.0,7.0,3.0,3.0,7.0,4.0,76.0,75.0,61.0,beginner_front_end
697,Shirly Schiro,66395772,57.0,27.0,8.0,0.0,6.0,5.0,3.0,10.0,4.0,79.0,43.0,70.0,beginner_front_end
698,Debra Sanchez,80037848,63.0,22.0,16.0,4.0,2.0,1.0,5.0,3.0,2.0,74.0,78.0,89.0,advanced_backend
699,Toni Harrington,23200815,30.0,25.0,77.0,4.0,1.0,5.0,0.0,1.0,4.0,31.0,69.0,82.0,beginner_data_science
700,Robert Biederman,15752255,28.0,22.0,48.0,2.0,4.0,6.0,1.0,3.0,3.0,65.0,81.0,87.0,beginner_data_science
701,Beth Manning,41482862,24.0,57.0,45.0,3.0,5.0,4.0,4.0,4.0,5.0,65.0,74.0,68.0,advanced_front_end
702,Dennis Chase,44994062,27.0,113.0,65.0,6.0,7.0,4.0,5.0,3.0,1.0,88.0,44.0,44.0,advanced_front_end
703,Gertrude Grandi,23809101,45.0,63.0,45.0,5.0,1.0,0.0,5.0,6.0,2.0,67.0,84.0,100.0,beginner_backend
704,Noe Collins,58885055,8.0,1.0,41.0,4.0,2.0,1.0,4.0,4.0,4.0,63.0,75.0,81.0,beginner_data_science
705,Petra Rankin,03895324,36.0,25.0,56.0,4.0,3.0,3.0,3.0,3.0,3.0,65.0,70.0,73.0,beginner_data_science
706,Debra Pacheco,60102442,34.0,29.0,80.0,1.0,3.0,6.0,5.0,2.0,2.0,50.0,70.0,53.0,beginner_data_science
707,Kathleen Moneypenny,09735234,45.0,41.0,70.0,5.0,3.0,6.0,2.0,0.0,4.0,50.0,79.0,72.0,beginner_data_science
708,Patricia Kaminski,66016623,74.0,50.0,40.0,6.0,0.0,3.0,5.0,4.0,3.0,77.0,52.0,83.0,advanced_backend
709,Helen Bennett,20050902,62.0,39.0,38.0,0.0,6.0,5.0,1.0,4.0,0.0,51.0,52.0,53.0,beginner_front_end
710,Violet Presley,48430518,61.0,61.0,41.0,4.0,1.0,7.0,3.0,6.0,4.0,61.0,40.0,62.0,advanced_data_science
711,Mark Springer,96266523,4.0,83.0,49.0,6.0,5.0,3.0,1.0,4.0,4.0,52.0,84.0,42.0,advanced_front_end
712,Fredrick Spueler,45940137,17.0,20.0,41.0,5.0,5.0,1.0,0.0,2.0,5.0,65.0,58.0,86.0,beginner_data_science
713,Tonya Richardson,55409518,41.0,55.0,41.0,6.0,1.0,3.0,7.0,3.0,3.0,46.0,76.0,65.0,beginner_data_science
714,Michelle David,87890947,5.0,74.0,41.0,5.0,4.0,7.0,6.0,0.0,3.0,67.0,71.0,60.0,advanced_backend
715,Debra Merrifield,79855320,16.0,52.0,25.0,3.0,3.0,2.0,1.0,3.0,7.0,63.0,71.0,75.0,beginner_backend
716,Peter White,62528139,31.0,58.0,14.0,4.0,5.0,4.0,4.0,6.0,4.0,66.0,91.0,91.0,beginner_backend
717,Patricia Lahey,86653207,66.0,46.0,0.0,7.0,8.0,5.0,2.0,5.0,5.0,53.0,63.0,46.0,advanced_backend
718,Eileen Headd,47758143,0.0,78.0,60.0,4.0,4.0,7.0,4.0,6.0,5.0,66.0,77.0,42.0,advanced_front_end
719,Beth Moreschi,05307264,0.0,69.0,30.0,9.0,6.0,9.0,1.0,3.0,3.0,57.0,64.0,65.0,advanced_backend
720,Kimberly Austin,79240197,15.0,17.0,16.0,4.0,3.0,3.0,7.0,4.0,5.0,66.0,100.0,53.0,advanced_backend
721,Steven Her,38805351,15.0,35.0,15.0,8.0,4.0,8.0,3.0,2.0,7.0,82.0,77.0,74.0,advanced_backend
722,Lucia Tirey,85398426,35.0,47.0,28.0,2.0,5.0,7.0,5.0,2.0,1.0,100.0,75.0,46.0,beginner_backend
723,Tom Massey,07281761,24.0,61.0,36.0,4.0,4.0,2.0,2.0,3.0,6.0,60.0,70.0,85.0,beginner_backend
724,Lisa Fletcher,20832483,54.0,30.0,59.0,3.0,3.0,2.0,4.0,8.0,2.0,57.0,61.0,73.0,beginner_backend
725,Jean Hollinger,88107332,16.0,29.0,18.0,4.0,2.0,1.0,4.0,4.0,4.0,93.0,60.0,57.0,beginner_front_end
726,Kimberly Quintanilla,38595066,56.0,22.0,35.0,5.0,2.0,6.0,3.0,4.0,3.0,46.0,57.0,62.0,advanced_data_science
727,Susan Berry,81308731,39.0,29.0,28.0,5.0,0.0,7.0,6.0,4.0,9.0,88.0,74.0,82.0,advanced_backend
728,Alan Stroman,55269356,39.0,54.0,54.0,0.0,4.0,5.0,0.0,4.0,4.0,,55.0,67.0,beginner_data_science
729,Aletha Banerjee,74476414,12.0,55.0,60.0,7.0,2.0,5.0,1.0,6.0,2.0,67.0,64.0,100.0,advanced_backend
730,Margie Baker,45006941,22.0,18.0,39.0,1.0,5.0,5.0,1.0,5.0,3.0,77.0,75.0,89.0,beginner_data_science
731,Marcus Pease,26265532,49.0,26.0,54.0,3.0,8.0,3.0,5.0,4.0,5.0,63.0,74.0,69.0,beginner_front_end
732,Matthew Sandstrom,40530122,28.0,39.0,12.0,3.0,4.0,4.0,8.0,0.0,8.0,80.0,84.0,62.0,advanced_backend
733,Armando Mickey,87008338,78.0,65.0,42.0,5.0,3.0,5.0,8.0,6.0,5.0,34.0,50.0,67.0,advanced_data_science
734,Ivan Pritt,21080483,70.0,1.0,7.0,2.0,4.0,7.0,4.0,7.0,2.0,77.0,66.0,82.0,beginner_front_end
735,Vera Brewer,44791130,37.0,62.0,12.0,7.0,5.0,5.0,2.0,1.0,0.0,62.0,57.0,77.0,advanced_backend
736,Man Russell,54884131,0.0,58.0,29.0,7.0,4.0,8.0,7.0,0.0,6.0,78.0,64.0,74.0,advanced_backend
737,Ronald Matheny,64533328,41.0,57.0,3.0,7.0,2.0,7.0,0.0,3.0,0.0,74.0,62.0,76.0,advanced_data_science
738,Donald Fabela,50654621,46.0,21.0,52.0,3.0,6.0,4.0,3.0,4.0,4.0,83.0,89.0,86.0,beginner_data_science
739,Samuel Pruiett,86825063,87.0,10.0,60.0,4.0,8.0,,4.0,5.0,0.0,50.0,62.0,79.0,beginner_front_end
740,Gordon Stoute,75943262,38.0,51.0,30.0,2.0,4.0,3.0,4.0,5.0,3.0,77.0,71.0,67.0,beginner_backend
741,Michael Mcguire,68125404,0.0,63.0,49.0,6.0,1.0,8.0,6.0,1.0,8.0,100.0,72.0,70.0,advanced_backend
742,Christina Proctor,40542396,47.0,45.0,42.0,2.0,0.0,2.0,6.0,6.0,3.0,64.0,72.0,85.0,beginner_backend
743,James Compton,00010270,26.0,32.0,64.0,4.0,4.0,3.0,7.0,2.0,4.0,83.0,76.0,49.0,beginner_data_science
744,David Obryant,14778152,0.0,56.0,42.0,4.0,5.0,4.0,2.0,6.0,4.0,44.0,68.0,44.0,advanced_front_end
745,Edward Booth,27087451,21.0,60.0,53.0,2.0,4.0,4.0,2.0,5.0,3.0,72.0,55.0,78.0,advanced_data_science
746,Brian Madrid,67349743,17.0,57.0,42.0,6.0,6.0,1.0,6.0,2.0,4.0,,78.0,54.0,beginner_front_end
747,Brandon Mattox,05068000,36.0,46.0,0.0,1.0,2.0,0.0,1.0,3.0,5.0,79.0,55.0,38.0,beginner_front_end
748,Lara Peters,49479639,45.0,18.0,8.0,0.0,5.0,4.0,5.0,6.0,3.0,71.0,66.0,75.0,beginner_data_science
749,Mary Brookshire,99528812,3.0,14.0,85.0,4.0,1.0,9.0,1.0,1.0,2.0,35.0,71.0,60.0,beginner_data_science
750,Ronald Humes,83409223,52.0,67.0,16.0,2.0,4.0,6.0,3.0,3.0,5.0,53.0,75.0,46.0,advanced_backend
751,Kenneth Perron,47685630,43.0,54.0,46.0,4.0,6.0,3.0,3.0,2.0,2.0,62.0,66.0,55.0,advanced_front_end
752,Julianne Rusher,50553487,12.0,24.0,40.0,3.0,6.0,4.0,5.0,4.0,5.0,72.0,64.0,64.0,beginner_backend
753,Jerry Mccall,15819313,9.0,80.0,39.0,2.0,6.0,2.0,5.0,6.0,3.0,54.0,70.0,65.0,advanced_front_end
754,Pamela Thomas,44760382,73.0,42.0,0.0,9.0,2.0,7.0,3.0,5.0,2.0,52.0,67.0,70.0,advanced_data_science
755,Kirk Shelton,19633769,8.0,60.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,76.0,69.0,57.0,beginner_backend
756,Richard Pendry,40861964,45.0,41.0,22.0,5.0,3.0,7.0,2.0,4.0,5.0,42.0,80.0,74.0,advanced_data_science
757,David Lovins,39499156,56.0,45.0,50.0,4.0,4.0,5.0,0.0,2.0,1.0,74.0,40.0,69.0,advanced_data_science
758,Edward Hodges,23102212,31.0,28.0,66.0,3.0,4.0,1.0,5.0,5.0,1.0,72.0,54.0,57.0,beginner_front_end
759,Everett Reveles,45923818,23.0,40.0,25.0,5.0,5.0,3.0,4.0,6.0,2.0,83.0,76.0,71.0,beginner_backend
760,Cynthia Elwood,85472340,29.0,47.0,43.0,3.0,4.0,5.0,3.0,4.0,4.0,76.0,90.0,80.0,beginner_backend
761,Ronnie Williams,22790912,25.0,17.0,34.0,1.0,3.0,9.0,3.0,5.0,2.0,86.0,79.0,63.0,beginner_data_science
762,Norma Hurtado,80368418,36.0,10.0,79.0,1.0,1.0,0.0,7.0,3.0,2.0,55.0,73.0,58.0,beginner_data_science
763,Karen Liston,92723117,33.0,41.0,19.0,2.0,6.0,2.0,1.0,8.0,1.0,95.0,57.0,64.0,beginner_backend
764,Joyce Smith,69306145,18.0,49.0,15.0,4.0,3.0,4.0,5.0,3.0,4.0,65.0,84.0,60.0,advanced_backend
765,Magdalena Felipe,47816650,56.0,24.0,41.0,2.0,4.0,5.0,0.0,5.0,3.0,52.0,54.0,44.0,advanced_data_science
766,Trisha Lively,97750451,80.0,69.0,12.0,6.0,2.0,6.0,4.0,10.0,5.0,52.0,59.0,62.0,advanced_data_science
767,Dante Galyean,12350917,82.0,71.0,65.0,4.0,7.0,1.0,4.0,4.0,0.0,73.0,62.0,56.0,advanced_front_end
768,Tony Bemis,22131418,49.0,7.0,24.0,2.0,4.0,4.0,4.0,7.0,4.0,73.0,49.0,67.0,beginner_front_end
769,Joshua Hansen,43678215,55.0,58.0,85.0,2.0,1.0,5.0,5.0,4.0,7.0,54.0,67.0,94.0,advanced_data_science
770,Marcus Haley,01602313,21.0,38.0,41.0,5.0,4.0,1.0,5.0,5.0,2.0,84.0,71.0,85.0,beginner_backend
771,Agnes Horton,24723224,26.0,30.0,29.0,3.0,2.0,8.0,0.0,4.0,3.0,65.0,78.0,88.0,beginner_data_science
772,Micheal Mclean,56351000,29.0,60.0,10.0,6.0,4.0,4.0,4.0,5.0,2.0,53.0,68.0,73.0,advanced_data_science
773,Mary Hill,39571214,43.0,50.0,63.0,3.0,7.0,1.0,3.0,6.0,1.0,64.0,58.0,49.0,beginner_front_end
774,Allen Estrada,30304238,51.0,48.0,26.0,5.0,2.0,3.0,3.0,8.0,1.0,70.0,44.0,49.0,advanced_data_science
775,Charlie Sandoval,82580482,29.0,7.0,15.0,6.0,4.0,6.0,3.0,6.0,10.0,82.0,99.0,59.0,advanced_backend
776,Joseph Hutchinson,09178442,12.0,20.0,55.0,4.0,5.0,0.0,5.0,9.0,1.0,78.0,62.0,89.0,beginner_backend
777,Jerry Egan,48678721,17.0,28.0,2.0,6.0,4.0,6.0,8.0,2.0,9.0,89.0,76.0,50.0,advanced_backend
778,Jamie Amick,63267262,78.0,58.0,63.0,1.0,3.0,0.0,7.0,6.0,3.0,68.0,99.0,77.0,beginner_data_science
779,Dorothy Bradley,96685412,57.0,30.0,24.0,2.0,6.0,3.0,1.0,6.0,3.0,77.0,58.0,58.0,beginner_front_end
780,Gene Brown,82440503,1.0,25.0,38.0,4.0,4.0,10.0,0.0,1.0,4.0,63.0,87.0,88.0,beginner_data_science
781,Dana Pope,01412274,96.0,43.0,44.0,5.0,7.0,1.0,5.0,4.0,1.0,71.0,68.0,83.0,advanced_front_end
782,Billy Dean,60510259,39.0,57.0,58.0,3.0,4.0,5.0,5.0,5.0,3.0,75.0,53.0,68.0,advanced_front_end
783,Brandy Coble,92382314,40.0,67.0,42.0,6.0,6.0,1.0,2.0,5.0,6.0,82.0,50.0,35.0,beginner_front_end
784,David Martin,76731750,20.0,52.0,39.0,7.0,3.0,8.0,4.0,4.0,8.0,79.0,62.0,81.0,advanced_backend
785,Jordan Johnson,54915829,45.0,47.0,36.0,5.0,3.0,6.0,3.0,5.0,5.0,68.0,73.0,71.0,advanced_backend
786,Edna Jackson,86815804,12.0,2.0,55.0,1.0,0.0,3.0,5.0,4.0,1.0,35.0,22.0,42.0,beginner_data_science
787,Brittany Zackery,90917988,86.0,30.0,29.0,8.0,1.0,9.0,2.0,4.0,3.0,45.0,61.0,63.0,advanced_data_science
788,Wendell Buckley,52924276,39.0,47.0,41.0,2.0,1.0,2.0,4.0,6.0,4.0,63.0,82.0,77.0,beginner_backend
789,Clinton Andrews,62711848,49.0,55.0,38.0,4.0,3.0,2.0,2.0,10.0,0.0,54.0,56.0,74.0,beginner_backend
790,Gene Daley,08360657,30.0,62.0,5.0,7.0,1.0,6.0,3.0,3.0,3.0,63.0,49.0,80.0,advanced_data_science
791,Martin Jones,02949944,29.0,68.0,61.0,6.0,0.0,5.0,5.0,6.0,0.0,58.0,57.0,80.0,advanced_backend
792,Daniel Holmes,32516541,47.0,64.0,26.0,4.0,2.0,2.0,2.0,8.0,1.0,58.0,59.0,77.0,beginner_backend
793,James Sleiman,77477366,47.0,9.0,39.0,4.0,3.0,4.0,3.0,3.0,4.0,48.0,69.0,71.0,advanced_data_science
794,Emilio Winder,75138678,69.0,71.0,84.0,3.0,6.0,4.0,2.0,4.0,2.0,57.0,58.0,62.0,beginner_data_science
795,Fred Garner,75062035,42.0,43.0,47.0,2.0,6.0,1.0,5.0,6.0,2.0,71.0,58.0,55.0,beginner_front_end
796,Shaun Avila,69659016,45.0,72.0,60.0,7.0,0.0,7.0,4.0,3.0,4.0,86.0,51.0,80.0,advanced_backend
797,Kathryn Gerard,76578422,64.0,74.0,13.0,4.0,5.0,4.0,4.0,3.0,2.0,44.0,50.0,58.0,advanced_backend
798,Russell Asato,09913644,14.0,34.0,44.0,1.0,6.0,3.0,0.0,7.0,3.0,80.0,67.0,74.0,beginner_backend
799,Amber Chang,17246373,74.0,14.0,13.0,3.0,3.0,4.0,1.0,5.0,3.0,69.0,45.0,54.0,beginner_front_end
800,Jennifer Evans,16614639,47.0,63.0,25.0,2.0,4.0,0.0,4.0,5.0,4.0,37.0,72.0,94.0,advanced_front_end
801,Leslie Roden,04208627,6.0,27.0,7.0,6.0,3.0,5.0,5.0,1.0,2.0,86.0,83.0,75.0,advanced_backend
802,Herbert Venable,46381544,20.0,46.0,63.0,3.0,6.0,8.0,2.0,4.0,1.0,65.0,74.0,74.0,beginner_data_science
803,Linda Wilcox,60246300,52.0,56.0,78.0,6.0,4.0,4.0,2.0,4.0,4.0,55.0,85.0,75.0,beginner_data_science
804,Sandra Howard,60474099,31.0,22.0,61.0,6.0,1.0,3.0,4.0,1.0,4.0,50.0,64.0,60.0,beginner_data_science
805,Candice Carn,59888879,36.0,37.0,28.0,3.0,6.0,0.0,5.0,7.0,2.0,60.0,56.0,60.0,advanced_data_science
806,Clara Wills,86816136,55.0,68.0,63.0,6.0,5.0,5.0,4.0,1.0,3.0,64.0,66.0,67.0,beginner_data_science
807,Myrtle Arthur,12867828,21.0,74.0,0.0,6.0,5.0,1.0,2.0,6.0,4.0,75.0,80.0,89.0,beginner_backend
808,Kellie Gardea,32935245,48.0,19.0,32.0,3.0,5.0,3.0,5.0,4.0,3.0,67.0,67.0,64.0,beginner_front_end
809,Edward Cates,88990937,66.0,45.0,32.0,5.0,7.0,3.0,3.0,5.0,4.0,67.0,52.0,51.0,beginner_front_end
810,David Robin,44868543,59.0,43.0,41.0,1.0,5.0,2.0,3.0,5.0,2.0,56.0,58.0,67.0,advanced_front_end
811,Donald Peel,28984844,54.0,18.0,50.0,2.0,2.0,1.0,1.0,6.0,4.0,41.0,80.0,72.0,advanced_front_end
812,Dan Blight,32230255,32.0,49.0,40.0,3.0,4.0,1.0,2.0,6.0,5.0,33.0,91.0,69.0,advanced_front_end
813,Kristen Cramer,06550576,80.0,61.0,10.0,4.0,6.0,2.0,7.0,1.0,3.0,51.0,55.0,58.0,advanced_backend
814,Elma Bell,52177723,42.0,34.0,28.0,5.0,3.0,2.0,3.0,6.0,4.0,77.0,55.0,57.0,beginner_front_end
815,Joseph Jolivette,74132634,63.0,68.0,50.0,3.0,4.0,1.0,2.0,3.0,2.0,47.0,69.0,56.0,advanced_front_end
816,Kathryn Long,65572462,25.0,50.0,13.0,9.0,2.0,10.0,0.0,1.0,3.0,55.0,100.0,100.0,advanced_data_science
817,Frank Richardson,07790411,81.0,73.0,57.0,5.0,2.0,6.0,4.0,8.0,10.0,53.0,52.0,67.0,advanced_backend
818,Nancy Abel,07275606,25.0,43.0,58.0,5.0,8.0,3.0,2.0,11.0,0.0,72.0,68.0,79.0,beginner_backend
819,Henry Radtke,94985571,9.0,24.0,21.0,2.0,4.0,8.0,0.0,3.0,3.0,59.0,60.0,78.0,beginner_data_science
820,James Vega,98688624,0.0,50.0,71.0,2.0,5.0,3.0,4.0,5.0,4.0,81.0,65.0,76.0,advanced_front_end
821,Frances Ashby,78056706,73.0,81.0,5.0,4.0,0.0,1.0,3.0,6.0,4.0,55.0,59.0,68.0,beginner_backend
822,Liza Duncan,23938570,11.0,32.0,24.0,1.0,1.0,3.0,4.0,5.0,5.0,74.0,82.0,74.0,beginner_backend
823,Randy Graham,44682928,74.0,18.0,33.0,4.0,5.0,5.0,2.0,5.0,2.0,53.0,48.0,61.0,beginner_front_end
824,Debra Todaro,44560364,69.0,35.0,38.0,3.0,7.0,6.0,4.0,6.0,5.0,62.0,42.0,57.0,beginner_front_end
825,Holly Deleon,81354164,22.0,47.0,38.0,5.0,2.0,0.0,3.0,4.0,4.0,72.0,71.0,74.0,beginner_backend
826,Guy Sanchez,40662075,44.0,64.0,41.0,5.0,3.0,3.0,4.0,4.0,2.0,70.0,73.0,76.0,beginner_backend
827,John Villa,74740977,21.0,37.0,15.0,6.0,5.0,3.0,7.0,0.0,3.0,89.0,79.0,60.0,advanced_backend
828,Valeria Meagher,30879376,16.0,52.0,58.0,6.0,1.0,3.0,6.0,5.0,4.0,73.0,71.0,93.0,advanced_backend
829,Karen Zawacki,75030979,49.0,69.0,22.0,7.0,6.0,2.0,4.0,5.0,4.0,75.0,73.0,74.0,beginner_backend
830,Laura Perez,04037315,22.0,52.0,29.0,6.0,3.0,4.0,5.0,2.0,3.0,76.0,69.0,71.0,advanced_backend
831,Anna Lumpkin,69131015,44.0,25.0,8.0,1.0,7.0,3.0,3.0,4.0,3.0,78.0,83.0,68.0,beginner_front_end
832,Nelda Timko,29200038,33.0,16.0,12.0,3.0,3.0,2.0,10.0,3.0,8.0,78.0,89.0,65.0,advanced_backend
833,Jeanette Morrow,33266654,53.0,46.0,0.0,8.0,4.0,3.0,5.0,6.0,0.0,58.0,78.0,63.0,advanced_data_science
834,Annabelle Crockett,64641960,6.0,27.0,47.0,3.0,3.0,9.0,5.0,1.0,1.0,64.0,96.0,67.0,beginner_data_science
835,Joyce Hodge,56567161,77.0,12.0,23.0,3.0,7.0,6.0,5.0,4.0,4.0,56.0,65.0,75.0,beginner_front_end
836,Emily Austell,05659088,36.0,66.0,59.0,5.0,4.0,4.0,0.0,2.0,5.0,39.0,55.0,77.0,beginner_data_science
837,Marion Geraldo,98525100,22.0,20.0,96.0,5.0,2.0,3.0,2.0,2.0,3.0,25.0,62.0,69.0,beginner_data_science
838,David Pinedo,65373484,59.0,16.0,25.0,3.0,4.0,9.0,3.0,6.0,3.0,60.0,71.0,30.0,advanced_front_end
839,Doris Diaz,89741832,33.0,42.0,54.0,6.0,5.0,3.0,2.0,8.0,5.0,75.0,56.0,57.0,beginner_front_end
840,Christopher Beauvais,25337159,105.0,0.0,28.0,5.0,8.0,11.0,7.0,7.0,3.0,56.0,62.0,96.0,beginner_front_end
841,Clarence Johnson,10878491,86.0,43.0,43.0,5.0,4.0,2.0,3.0,4.0,3.0,60.0,75.0,70.0,advanced_front_end
842,David Sloan,42851706,50.0,34.0,40.0,4.0,2.0,5.0,5.0,6.0,9.0,72.0,81.0,66.0,advanced_backend
843,Millard Magee,70070656,26.0,80.0,,3.0,6.0,0.0,3.0,5.0,3.0,75.0,74.0,42.0,beginner_front_end
844,Mitchell Wendt,16068669,45.0,18.0,46.0,5.0,3.0,4.0,5.0,5.0,4.0,76.0,53.0,63.0,beginner_front_end
845,Harold Davis,90067012,22.0,10.0,1.0,3.0,0.0,0.0,1.0,5.0,2.0,87.0,63.0,54.0,beginner_front_end
846,Beverly Black,56800499,69.0,64.0,6.0,9.0,2.0,9.0,2.0,6.0,3.0,52.0,62.0,69.0,advanced_data_science
847,Anna Spencer,99942404,22.0,46.0,47.0,3.0,6.0,3.0,2.0,6.0,2.0,79.0,78.0,77.0,beginner_backend
848,Mark Iglesia,16056837,47.0,57.0,43.0,2.0,5.0,0.0,3.0,4.0,2.0,55.0,80.0,75.0,advanced_front_end
849,Naomi Tolbert,54112582,43.0,81.0,0.0,7.0,4.0,7.0,5.0,7.0,2.0,50.0,83.0,78.0,advanced_data_science
850,Julio Loken,90037194,18.0,89.0,19.0,6.0,3.0,5.0,5.0,6.0,3.0,65.0,65.0,88.0,advanced_data_science
851,Lanie Wendt,44428737,34.0,27.0,21.0,0.0,6.0,3.0,4.0,6.0,5.0,38.0,83.0,67.0,advanced_front_end
852,Margaret Overton,34052813,10.0,10.0,31.0,0.0,3.0,5.0,6.0,4.0,3.0,85.0,81.0,68.0,beginner_backend
853,Tami Hernandez,24489721,33.0,55.0,20.0,2.0,2.0,2.0,8.0,0.0,3.0,79.0,74.0,62.0,advanced_backend
854,Shaun Ruiz,42813278,53.0,32.0,22.0,5.0,4.0,6.0,3.0,5.0,6.0,63.0,77.0,60.0,advanced_backend
855,Molly Stewart,22126297,39.0,37.0,19.0,6.0,3.0,6.0,8.0,4.0,7.0,73.0,65.0,61.0,beginner_data_science
856,Kyra Price,48274909,30.0,27.0,35.0,5.0,1.0,4.0,5.0,3.0,7.0,97.0,79.0,88.0,advanced_backend
857,Paul Cruz,10699643,26.0,43.0,46.0,3.0,1.0,4.0,6.0,3.0,5.0,56.0,87.0,78.0,beginner_backend
858,Paula Foresta,05450941,7.0,17.0,64.0,5.0,4.0,4.0,2.0,1.0,5.0,79.0,87.0,74.0,beginner_data_science
859,Anna Provencher,60253648,0.0,65.0,70.0,3.0,4.0,5.0,3.0,6.0,3.0,71.0,65.0,47.0,advanced_front_end
860,Jutta Bugg,58081767,52.0,86.0,26.0,5.0,4.0,0.0,2.0,8.0,1.0,67.0,70.0,85.0,beginner_backend
861,Williams Vassar,80155609,41.0,83.0,20.0,7.0,3.0,4.0,7.0,5.0,2.0,61.0,37.0,65.0,advanced_data_science
862,Maureen Fico,46968772,23.0,34.0,56.0,0.0,4.0,7.0,0.0,3.0,3.0,,87.0,89.0,beginner_data_science
863,Beverly Hollingsworth,74989876,28.0,53.0,54.0,1.0,6.0,1.0,3.0,5.0,2.0,48.0,64.0,68.0,advanced_front_end
864,Darleen Ortiz,30697287,75.0,33.0,45.0,3.0,8.0,2.0,6.0,5.0,5.0,59.0,52.0,51.0,beginner_front_end
865,Juan Sadler,44663802,0.0,46.0,39.0,2.0,2.0,6.0,6.0,3.0,7.0,74.0,94.0,80.0,advanced_backend
866,Victor Geppert,64774053,48.0,45.0,37.0,4.0,5.0,4.0,2.0,4.0,2.0,58.0,68.0,42.0,advanced_front_end
867,Patricia Rosado,20691090,45.0,25.0,9.0,4.0,5.0,3.0,2.0,3.0,3.0,73.0,62.0,60.0,beginner_front_end
868,Carmen Briney,07735354,43.0,36.0,77.0,2.0,4.0,2.0,5.0,2.0,3.0,54.0,48.0,79.0,advanced_data_science
869,Raphael Williams,45765502,37.0,25.0,18.0,1.0,3.0,2.0,2.0,6.0,3.0,52.0,61.0,89.0,beginner_data_science
870,Kimberly Spencer,72108840,29.0,56.0,60.0,5.0,4.0,2.0,3.0,3.0,3.0,74.0,80.0,70.0,beginner_backend
871,Rita Dobbs,46628920,67.0,0.0,40.0,5.0,6.0,7.0,3.0,4.0,2.0,63.0,54.0,79.0,beginner_front_end
872,Sallie Robinson,71609034,57.0,36.0,49.0,2.0,3.0,6.0,6.0,1.0,1.0,47.0,70.0,64.0,beginner_data_science
873,Darrell Patel,92617073,0.0,0.0,60.0,2.0,8.0,5.0,1.0,9.0,0.0,83.0,55.0,74.0,beginner_backend
874,Evelyn Mitchell,87503665,50.0,28.0,22.0,6.0,4.0,5.0,2.0,5.0,5.0,77.0,72.0,77.0,advanced_backend
875,May Corbett,56262887,50.0,79.0,0.0,4.0,4.0,4.0,1.0,4.0,5.0,73.0,65.0,52.0,beginner_backend
876,Lauren Watanabe,18154167,21.0,16.0,53.0,0.0,3.0,6.0,6.0,5.0,1.0,59.0,76.0,61.0,beginner_data_science
877,Matthew Dunnaway,70552047,22.0,34.0,34.0,1.0,4.0,4.0,4.0,6.0,4.0,87.0,98.0,81.0,beginner_backend
878,Richard Murrell,08245357,53.0,37.0,47.0,3.0,2.0,0.0,2.0,2.0,2.0,59.0,38.0,43.0,beginner_front_end
879,Franklin Brewer,03025068,58.0,0.0,0.0,1.0,1.0,0.0,11.0,3.0,3.0,71.0,93.0,64.0,advanced_backend
880,Robert Garcia,26536557,37.0,48.0,60.0,3.0,5.0,1.0,5.0,3.0,2.0,69.0,61.0,52.0,beginner_front_end
881,Robert Slade,17843701,53.0,63.0,36.0,5.0,1.0,0.0,4.0,5.0,4.0,71.0,92.0,90.0,beginner_backend
882,James Keller,94534642,25.0,8.0,6.0,0.0,8.0,3.0,4.0,5.0,2.0,87.0,75.0,74.0,beginner_front_end
883,Wayne Sargent,27559439,89.0,54.0,12.0,9.0,2.0,7.0,3.0,4.0,3.0,65.0,61.0,81.0,advanced_data_science
884,Norman Gendreau,71923780,47.0,49.0,29.0,4.0,4.0,3.0,1.0,1.0,6.0,58.0,73.0,91.0,beginner_data_science
885,Brian Robinson,75950239,41.0,81.0,68.0,6.0,5.0,2.0,4.0,5.0,1.0,63.0,58.0,55.0,advanced_front_end
886,Thomas Loomis,18152863,68.0,0.0,71.0,3.0,6.0,2.0,2.0,2.0,3.0,53.0,80.0,92.0,advanced_data_science
887,Charles Chan,19531826,0.0,68.0,44.0,5.0,2.0,5.0,6.0,2.0,1.0,76.0,73.0,67.0,advanced_backend
888,Douglas Williams,59721763,48.0,48.0,31.0,2.0,2.0,4.0,6.0,4.0,6.0,64.0,77.0,71.0,advanced_backend
889,Jason Hager,20185757,57.0,62.0,21.0,8.0,4.0,4.0,5.0,4.0,0.0,61.0,59.0,72.0,advanced_data_science
